unique_name	taxid	S_Normal_25_008M	S_Normal_25_068M	S_Normal_25_102M	S_Normal_50_008M	S_Normal_50_068M	S_Normal_50_102M	S_Normal_100_008M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_068M	S_Normal_400_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_400_17M	S_Normal_400_34M
Legionella pneumophila	446	0	0	0	0	0	0.0003	0	0	0.0002	0	0	0.004	0.002	0.0008	0.0001	0	0	0.0049	0	0	0	0	0	0	0	0	0.0002	0	0	0.0004
Desulfohalobium retbaense	45663	0	0	0	0	0	0	0	0	0.0117	0	0	0	0.0032	0	0	0.003	0.0065	0	0	0	0.0152	0	0	0.0044	0.0021	0	0	0	0	0
Mycobacterium colombiense	339268	0.0001	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0.0003
Aromatoleum aromaticum	551760	0	0	0	0	0	0	0	0	0	0	0.0225	0	0	0	0	0	0.0052	0	0	0	0	0.0378	0.0032	0	0	0	0	0	0	0.0012
Halobacteroides halobius	42422	0	0.0131	0.0156	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0.0003	0.0009	0	0	0	0	0	0	0	0	0.0012	0.0023	0.0005	0.0003
Phaeobacter porticola	1844006	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0.002	0	0.0048	0.0023	0.0051	0	0	0.0055	0	0	0	0	0	0	0	0.0004	0
Microbacterium foliorum	104336	0	0	0	0	0	0	0	0.0028	0	0	0	0.0076	0.0021	0	0	0.0024	0.0019	0.012	0	0	0	0	0	0	0	0.0011	0	0	0	0
Kineococcus radiotolerans	131568	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.0016	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.0014	0
Rhodomicrobium vannielii	1069	0	0	0	0	0	0	0	0	0	0	0.0296	0	0	0	0	0.0006	0.0004	0	0	0	0	0	0	0	0	0	0.0123	0.0026	0.0012	0.0038
Brachyspira pilosicoli	52584	0	0.0065	0.0046	0	0	0	0	0	0	0	0.0089	0	0	0.0105	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0043	0.0015
Neorhizobium galegae	399	0.0147	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0.0054	0	0	0	0	0.0245	0	0	0.0272	0	0	0	0	0.0035
Kiritimatiella glycovorans	1307763	0.0304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia canadensis	788	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0.001	0.0005	0.0005	0	0	0	0	0	0	0	0	0	0	0.0006	0
Glaesserella parasuis	738	0	0.0056	0	0	0	0	0	0	0.0017	0	0	0	0.0013	0	0.0033	0.0007	0	0	0	0	0	0	0	0	0	0	0	0.0343	0	0
Turneriella parva	29510	0	0	0	0.0128	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0.0026	0	0.0171	0	0	0	0	0	0.0019	0.0333	0	0.0024	0
Capnocytophaga canimorsus	28188	0	0	0	0.0007	0	0	0	0.0156	0	0	0	0	0	0	0.002	0	0.0028	0	0	0	0	0	0	0	0	0.0013	0.0005	0	0	0
Streptococcus australis	113107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.0012	0	0	0	0	0	0	0	0	0.0032	0	0	0	0.0001	0.0026
Haematospirillum jordaniae	1549855	0	0	0	0	0	0	0	0	0.0079	0	0.011	0.0032	0	0.0053	0	0.0011	0	0	0	0.02	0.0232	0.0069	0.0035	0	0	0	0	0	0.0016	0
Tetragenococcus halophilus	51669	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0.0016	0.0017	0	0	0	0	0	0	0.0023	0.0041	0	0	0	0	0	0
Corynebacterium halotolerans	225326	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.0079	0.0008	0	0	0	0	0	0	0	0	0	0	0.0098	0.0003	0	0	0
Komagataeibacter europaeus	33995	0	0	0	0	0.0205	0	0	0	0	0	0	0	0	0	0.0013	0	0.0101	0.0016	0	0	0	0	0	0	0.0017	0	0	0	0	0.0005
Acetobacter aceti	435	0	0	0	0	0	0	0	0	0.0046	0	0	0.0017	0	0	0.0116	0	0.0027	0	0	0	0	0	0	0	0	0	0.0009	0	0	0.0013
Sedimentisphaera cyanobacteriorum	1940790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.0092	0.0037	0.0013	0	0	0	0	0.0139	0	0	0	0	0	0	0
Sideroxydans lithotrophicus	63745	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0.0064	0.0058	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0009	0
Tenacibaculum maritimum	107401	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0.0154	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0.0009
Chryseobacterium arthrosphaerae	651561	0	0	0	0	0	0	0	0	0	0.0019	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kangiella koreensis	261964	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0.0213	0	0	0	0	0	0	0
Sulfuricella denitrificans	649841	0	0	0	0	0	0	0	0	0	0	0	0.0055	0.0021	0	0	0.0004	0.0004	0.0016	0	0	0	0	0	0	0	0	0	0	0.0006	0
Brochothrix thermosphacta	2756	0	0	0	0	0	0.0153	0.001	0	0	0	0	0	0.0012	0	0	0.0067	0.0018	0	0	0	0	0	0	0	0	0	0	0.0022	0.0005	0.0003
Comamonas kerstersii	225992	0	0	0	0	0.0063	0	0	0	0.0045	0	0	0	0	0	0	0	0.0032	0.0144	0	0	0	0	0	0	0	0	0	0	0.0005	0.0016
Acidobacterium capsulatum	33075	0	0	0	0	0.0159	0	0	0	0	0	0	0	0	0	0	0	0.0007	0.0028	0	0	0	0	0	0	0	0	0	0	0.0197	0
Shewanella woodyi	60961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203	0.0022	0.0057	0	0	0	0.0236	0	0.0287	0	0	0.0018	0.0098	0	0.0003
Tepidanaerobacter acetatoxydans	499229	0	0	0	0	0	0	0.0034	0	0.0015	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.0006	0	0	0
Verminephrobacter eiseniae	364317	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0.0015	0.0087	0	0	0	0.0057	0	0	0	0	0	0	0	0
Thermoclostridium stercorarium	1510	0	0	0	0	0	0	0	0	0	0	0.0115	0	0.0147	0	0	0.0033	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0
Roseovarius indicus	540747	0	0	0	0	0	0	0	0	0	0.0079	0	0	0	0	0	0	0.0022	0.0009	0	0	0	0	0	0	0	0	0	0	0.0087	0.0028
Corynebacterium marinum	349751	0.0154	0	0	0	0	0.0021	0	0	0	0	0	0	0	0.0014	0	0	0.0002	0.0019	0	0	0	0	0	0.0032	0	0.0043	0	0	0.0018	0.0003
Borrelia miyamotoi	47466	0	0	0	0	0.0105	0	0.0046	0	0	0	0	0	0	0	0	0	0.0006	0.0001	0	0	0	0.0114	0	0.0011	0	0	0	0	0	0.0003
Pediococcus damnosus	51663	0	0	0	0	0	0	0	0	0.0194	0	0	0	0	0	0.0024	0	0	0.0015	0	0	0	0	0	0	0	0	0.002	0	0.0019	0
Kangiella geojedonensis	914150	0	0	0	0.0221	0	0	0	0	0	0.0015	0	0	0	0	0.0027	0.0005	0.0012	0.0001	0	0	0	0	0	0.0171	0.0013	0	0	0	0	0.0016
Legionella waltersii	66969	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0.0029	0	0	0.0017	0	0	0	0	0	0	0	0	0	0.0019	0	0.0035
Draconibacterium orientale	1168034	0	0	0	0	0	0	0	0	0	0.0098	0.0082	0	0	0	0.0041	0.0031	0.0011	0	0	0	0.0091	0	0	0	0.0012	0	0	0.0005	0	0
Pseudodesulfovibrio aespoeensis	182210	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0.0015	0	0.0016	0	0	0	0	0	0	0	0	0	0.0006	0	0.0006
Acinetobacter defluvii	1871111	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0.0211	0.0053	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0.0018	0.0007
Nodularia spumigena	70799	0	0	0	0	0.0121	0	0	0	0	0.0018	0	0	0	0	0	0	0.0078	0.0039	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurimonas denitrificans	39766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0057	0.0003	0	0	0	0	0	0	0.0092	0	0.0006	0	0	0
Calditerrivibrio nitroreducens	477976	0.0264	0	0	0	0	0	0	0	0	0.0004	0.0006	0	0.0005	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0.001	0.0007	0.0001
Blastochloris viridis	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.0004	0	0.0018	0
Flavobacterium johnsoniae	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0
Nitratifractor salsuginis	269261	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.0032	0.0018	0.0006	0	0	0	0	0	0.0017	0	0	0	0	0	0
Stappia indica	538381	0	0	0	0.0077	0.0049	0	0	0	0	0	0	0	0	0	0	0.0006	0.0006	0	0	0	0	0	0	0	0.0252	0	0	0	0	0.0011
Leisingera methylohalidivorans	133924	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0.0174	0.005	0.0001	0	0	0	0	0.0078	0	0	0	0	0	0.0027	0	0	0
Hahella chejuensis	158327	0	0	0	0	0	0	0	0.0118	0	0	0	0	0.0055	0	0	0.0095	0	0.003	0	0	0	0	0	0	0	0	0.0174	0	0	0
Isoptericola dokdonensis	372663	0	0	0	0	0	0	0	0.0026	0.0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus acidiphilus	885581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154	0	0.0013	0.0014	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus watsonii	473531	0	0	0	0.0122	0	0	0	0	0	0	0.003	0.0004	0.0013	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0.0006	0
Dermatophilus congolensis	1863	0	0	0	0	0	0	0.0076	0	0.006	0	0.0005	0	0.003	0	0	0.0015	0.0019	0	0	0	0	0	0	0	0	0	0	0	0.0008	0.0023
Meiothermus ruber	277	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0.0162	0	0	0	0	0	0.0007
Mycobacterium grossiae	1552759	0	0	0	0	0	0	0	0	0	0.0211	0	0	0	0	0	0.0018	0.0006	0	0	0	0	0	0	0.0172	0	0.0071	0	0	0.0035	0
Neisseria bacilliformis	267212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099	0.0007	0.0001	0	0	0	0	0	0	0	0	0	0.0042	0	0	0.0016
Beutenbergia cavernae	84757	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0.0021	0.0009	0	0.0027	0	0	0	0	0	0	0	0	0	0	0.0045	0.0033
Chloroflexus aggregans	152260	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.0079	0.0049	0	0	0.0097	0	0	0	0	0	0	0	0	0.0028	0.0026	0	0
Yokenella regensburgei	158877	0	0	0	0	0	0	0	0	0	0.0169	0.0045	0	0	0	0	0.002	0.0033	0	0	0	0	0	0	0	0	0	0.0011	0	0.0061	0
Yersinia ruckeri	29486	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.0088	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002
Streptococcus acidominimus	1326	0	0	0	0	0	0.0098	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.0012	0.0011
Xenorhabdus doucetiae	351671	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0.0232	0.001	0	0	0	0	0	0	0	0.002	0	0	0.0016	0	0
Shewanella denitrificans	192073	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0.0023	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0
Deinococcus ficus	317577	0	0	0	0	0	0	0.0019	0.017	0	0	0	0	0	0.0079	0	0	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0
Caulobacter segnis	88688	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0.0198	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0.0011	0.0017
Thermovirga lienii	336261	0	0	0	0	0	0.0145	0.0063	0	0	0.0028	0	0	0	0	0	0.0013	0	0.0006	0	0	0	0	0	0	0.0013	0	0	0	0	0
Brevundimonas subvibrioides	74313	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.0061	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosococcus oceani	1229	0	0	0	0	0	0	0	0.0191	0	0	0	0	0.0018	0	0	0.0011	0	0	0	0	0	0	0.0241	0	0	0.0024	0	0	0.0021	0.0015
Corynebacterium callunae	1721	0	0	0	0	0	0	0	0	0	0.0049	0	0	0.0019	0	0	0.0029	0.0006	0.0017	0	0	0	0	0.0068	0	0	0	0	0	0	0
Phenylobacterium zucineum	284016	0	0	0	0	0	0	0	0.0039	0	0	0.0028	0	0	0.0005	0	0	0	0	0	0	0	0	0.0183	0	0	0.0033	0	0	0	0
Desulfitobacterium dichloroeliminans	233055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0.0021	0.0062	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0.0006
Saccharopolyspora erythraea	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164	0	0	0.0017	0	0	0.3517	0	0	0	0	0	0	0	0.0059	0
Streptomyces griseochromogenes	68214	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0.0053	0	0.0123	0.0043	0	0	0	0.0461	0	0	0.0096	0.0088	0	0	0.0041	0
Pandoraea norimbergensis	93219	0	0	0	0	0.0163	0	0	0	0.0066	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0
Octadecabacter temperatus	1458307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.004	0	0	0	0.0002	0
Bernardetia litoralis	999	0	0	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.0026	0	0	0	0	0.0184	0	0	0	0	0	0.0032	0.0015
Histophilus somni	731	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0016	0.0026	0.0023	0	0.0002	0	0	0.0069	0	0	0	0	0	0	0.0022	0.0001	0
Streptomyces ambofaciens	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.0014	0	0.1055	0	0	0	0	0	0.0034	0	0	0.0083	0.0053	0
Glaciecola nitratireducens	300231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048	0.0062	0.0038	0	0	0.0079	0.0076	0	0	0	0	0	0	0	0
Endomicrobium proavitum	1408281	0	0	0	0.0098	0	0	0	0	0	0.0151	0	0	0	0	0.0008	0	0	0.0002	0	0	0	0	0	0.0021	0	0	0.0009	0	0.0014	0
Flavobacterium gilvum	1492737	0	0	0	0.0012	0	0	0	0	0.0126	0	0.0066	0	0	0	0	0.0055	0	0	0.0374	0	0	0	0	0.0201	0	0	0	0	0.0051	0
Propionibacterium acidifaciens	556499	0	0	0	0.015	0	0	0	0	0	0.0085	0	0	0	0	0	0	0.0007	0.0021	0.0043	0	0	0.0168	0	0	0	0	0	0	0	0.0056
Mycobacterium haemophilum	29311	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0.0084	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0
Streptococcus merionis	400065	0	0	0	0	0	0	0	0	0	0	0	0	0.0179	0	0	0.0023	0	0.0011	0	0	0	0	0	0	0.0014	0	0.0005	0.0004	0	0.0007
Paraburkholderia tropica	92647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium indicum	312277	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	0	0.0012	0.0069	0	0	0	0	0	0	0	0	0	0	0.0007	0
Denitrovibrio acetiphilus	118000	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0.0013	0.002	0	0	0	0	0	0.0032	0.005	0.0047	0.0025	0	0	0.0028	0
Brachybacterium faecium	43669	0	0	0	0	0	0	0	0	0	0	0	0.0169	0	0	0	0.007	0	0	0	0	0	0	0.0088	0	0.0089	0.0029	0	0	0.0084	0
Altererythrobacter epoxidivorans	361183	0	0	0	0	0	0.007	0.0019	0	0	0	0	0.0013	0.0031	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0.0045
Wenzhouxiangella marina	1579979	0	0	0	0	0	0.0104	0	0	0	0	0	0	0	0	0	0	0	0.0105	0	0	0	0	0	0	0.0102	0	0	0	0.0007	0
Paludibacter propionicigenes	185300	0	0	0	0	0	0	0	0	0	0	0.0116	0	0.0011	0	0.0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0
Paraburkholderia sprentiae	948107	0	0	0	0	0	0	0	0.0089	0	0.0078	0	0	0	0	0.0009	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium frankenforstense	1230998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145	0.001	0.0007	0	0	0	0	0	0	0	0	0.0083	0	0	0.001	0
Luteitalea pratensis	1855912	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076	0	0	0	0	0.0133	0	0	0	0	0	0	0.0017
Microbacterium sediminis	904291	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0.0038	0	0	0.0007	0.0009	0
Photobacterium damselae	38293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0.0004	0	0	0	0	0	0	0	0	0.001	0	0.0032	0
Paraburkholderia xenovorans	36873	0	0	0	0	0	0	0	0	0	0.0178	0	0	0	0.0019	0	0	0	0.0064	0	0	0	0	0	0	0.0161	0	0	0	0	0.0022
Streptococcus ferus	1345	0	0	0	0.0053	0	0	0	0	0	0.0054	0.0004	0.0021	0	0	0	0.0002	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium humireducens	1223514	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.0007	0.0006	0	0	0	0	0	0	0	0	0.0023	0	0	0	0.0005
Carnobacterium divergens	2748	0	0	0	0	0	0	0	0	0	0	0.0072	0	0.0046	0	0.0027	0	0.0095	0	0	0	0	0	0	0	0	0.0067	0	0.0015	0.0018	0.0004
Sinorhizobium americanum	194963	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0.0046	0.001	0	0	0	0	0	0	0	0	0	0	0	0.0038
Aggregatibacter aphrophilus	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0	0	0	0.0007	0
Pseudothermotoga thermarum	119394	0	0	0	0	0	0.0014	0	0.0056	0	0	0	0	0	0	0.0011	0	0	0.0008	0	0	0	0	0	0	0	0	0.0006	0	0	0.0004
Veillonella dispar	39778	0	0	0	0	0	0	0	0	0	0	0.0057	0.0008	0.0105	0.0021	0	0.0002	0.0026	0.0045	0	0	0	0	0	0	0	0	0	0	0	0
Listeria welshimeri	1643	0	0	0	0	0	0	0.0015	0	0.0183	0	0	0	0	0	0	0.0032	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0.0014
Saccharopolyspora spinosa	60894	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0.0006	0	0.0019	0	0	0	0.0202	0	0	0	0	0	0.0605	0.008	0
Virgibacillus halodenitrificans	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0.0016	0	0	0	0	0	0	0	0.0062	0	0	0	0.0025	0.0014	0
Desulfofarcimen acetoxidans	58138	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.0002	0.0004	0	0	0	0	0	0	0	0	0.0022	0	0	0	0
Celeribacter indicus	1208324	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0.0106	0.0013	0.0018	0	0	0	0	0	0	0	0	0	0	0	0.0011	0
Rhodoferax antarcticus	81479	0	0	0	0	0	0	0	0	0	0	0.0056	0	0.0091	0	0	0	0.0038	0	0.0128	0	0	0.0396	0	0	0	0	0	0	0.0057	0.0019
Archangium gephyra	48	0	0	0	0	0	0	0	0.0035	0	0	0	0	0.0045	0	0	0	0	0.0167	0	0	0	0	0.0123	0	0	0	0.0175	0	0	0.0106
Filimonas lacunae	477680	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0.0037	0	0	0.0062	0	0	0	0	0	0	0	0.0198	0	0	0	0
Gallionella capsiferriformans	370405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0.0012	0	0	0.0007	0	0.0057	0.0187
Actinomyces naeslundii	1655	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0.0016	0.0059	0	0	0	0	0	0	0	0	0	0.0015	0.0032	0.0024
Corynebacterium testudinoris	136857	0	0	0	0	0	0.0058	0	0	0	0	0	0	0	0.0097	0	0	0.004	0.0008	0	0	0	0.004	0	0	0	0	0	0	0	0.0011
Gloeobacter violaceus	33072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143	0	0	0	0	0	0	0.0785	0	0.0024	0	0	0.002	0.0046	0	0
Chryseobacterium piperi	558152	0	0	0	0	0	0	0	0.0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128	0.0008
Actinoplanes missouriensis	1866	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0.0138	0	0.008
Corynebacterium ammoniagenes	1697	0	0	0	0	0	0	0.0048	0	0	0	0	0.0045	0	0.0013	0	0.0012	0	0.0004	0	0	0.0021	0	0.0012	0	0	0.0062	0	0.0028	0.0006	0.001
Octadecabacter arcticus	53946	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0.0095	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0.001
Bartonella tribocorum	85701	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0.0016	0.0004	0.012	0	0	0	0	0	0	0	0	0.0086	0	0.001	0
Shewanella decolorationis	256839	0	0	0	0	0	0	0	0.0063	0	0	0	0	0.0025	0	0	0.0019	0.0138	0	0	0.0093	0	0	0	0	0	0	0	0	0.0053	0
Alicyclobacillus acidocaldarius	405212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0.0029
Xylella taiwanensis	1444770	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0.0007	0	0.0008	0	0	0
Kozakia baliensis	153496	0	0	0	0	0	0	0	0	0.0034	0.0003	0	0	0	0	0.0015	0.0046	0.0026	0	0	0	0	0	0	0	0	0	0.0011	0.0046	0	0
Psychroflexus torquis	57029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0.0049	0.0164	0	0	0	0	0	0.0056
Novosphingobium pentaromativorans	205844	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0.0009	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065
Xanthomonas albilineans	29447	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0.0069	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0.0077
Bartonella alsatica	52764	0	0	0.0169	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0.0007	0	0	0	0	0.0042	0	0	0	0	0.0017	0	0.0018
Bartonella quintana	803	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.0012	0	0	0	0	0	0	0	0	0	0.0009	0.0006	0	0	0	0
Yersinia rohdei	29485	0	0	0	0	0	0	0	0	0	0.0108	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021
Legionella cherrii	28084	0	0	0	0	0	0	0	0	0	0	0.0091	0	0	0.0081	0	0	0.001	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0049
Halobacillus mangrovi	402384	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0.0015	0.0034	0	0	0	0	0	0	0	0	0	0.0079	0	0
Photorhabdus asymbiotica	291112	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0135	0	0.0028	0	0	0	0	0	0	0	0	0.0068	0	0	0	0	0
Caldicellulosiruptor owensensis	55205	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078	0	0.0002	0.0014	0.0002	0	0	0	0	0.0006	0	0	0	0	0	0.0018	0.0066
Desulfomicrobium baculatum	899	0	0	0	0	0	0	0	0	0.0047	0.0008	0	0	0.001	0	0.0011	0.0054	0.0033	0.0025	0	0	0	0	0	0.04	0	0	0	0.0059	0	0
Riemerella anatipestifer	34085	0	0	0	0	0	0	0	0	0	0.003	0.0113	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacter actiniarum	323450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0.0028	0	0	0	0.0066	0	0	0
Anaplasma phagocytophilum	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0.0023	0	0	0	0	0	0	0	0	0.0003	0	0	0	0
Mahella australiensis	252966	0	0	0	0	0	0	0	0	0.0208	0	0	0	0	0	0	0	0	0.0011	0	0.0194	0	0	0	0	0	0	0	0	0	0
Acholeplasma laidlawii	2148	0	0	0	0	0	0	0	0.002	0	0.0173	0	0	0	0.0003	0	0	0.0003	0	0	0	0	0	0	0	0	0	0.0015	0	0.0002	0.0002
Celeribacter marinus	1397108	0	0	0	0	0	0	0	0	0	0.0155	0	0.0013	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0.0277	0	0	0
Pseudodesulfovibrio indicus	1716143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0.0052	0.0041	0	0.0034	0	0	0	0	0	0	0	0	0	0	0.0046	0.0011
Vagococcus penaei	633807	0	0	0	0	0	0.0162	0	0	0	0	0	0	0	0	0	0.0007	0	0.0006	0	0	0	0	0.0025	0	0	0	0	0	0.0005	0
Minicystis rosea	888845	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0.002	0.0054	0	0	0	0	0	0	0	0	0	0	0	0.0257
Rickettsia akari	786	0	0	0	0	0	0.0042	0	0	0	0.0007	0	0.0015	0.0008	0.001	0	0	0.0003	0.0003	0	0	0	0	0	0	0	0	0	0.0062	0	0.001
