unique_name	taxid	S_Normal_100_102M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_68M	S_Normal_100_8M	S_Normal_150_102M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_68M	S_Normal_150_8M	S_Normal_200_102M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_68M	S_Normal_200_8M	S_Normal_25_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_25_68M	S_Normal_25_8M	S_Normal_400_102M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_68M	S_Normal_400_8M	S_Normal_50_102M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_50_68M	S_Normal_50_8M
Corynebacterium lactis	1231000	0	0	0	0	0.001957	0	0	0	0.0008026	0	0	0	0	0.000391	0	0	0	0	0	0	0.001259	0.0003363	0	0	0	0	0	0	0.02805	0
Beggiatoa leptomitoformis	288004	0	0.003164	0	0	0	0	0	0.004159	0	0	0	0.001923	0.009452	0.004629	0.006832	0	0	0	0	0	0.001437	0.001024	0	0	0	0	0	0	0	0
Filimonas lacunae	477680	0	0	0	0	0	0.003044	0	0.01973	0	0	0.003666	0	0	0	0	0	0	0	0	0	0.006135	0	0	0	0	0	0	0	0	0
Thermobaculum terrenum	166501	0.02128	0	0	0.006213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002447	0	0	0.002133	0.0006544	0	0.001949	0	0	0
Ethanoligenens harbinense	253239	0	0.0137	0	0	0	0	0	0	0.005106	0	0	0	0	0.008111	0	0	0	0	0	0	0.001913	0.003012	0	0.0006218	0	0	0	0	0	0
Luteitalea pratensis	1855912	0	0.01321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009957	0.007548	0	0.001707	0	0	0	0	0	0	0
Actinoplanes missouriensis	1866	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0.005942	0	0	0	0	0	0	0	0.007922	0	0.004878	0	0	0	0	0
Shewanella oneidensis	70863	0	0	0	0	0	0.002932	0	0	0	0	0	0.004855	0	0	0	0	0	0.000111	0	0	0.001581	0.00006153	0.0008628	0.007265	0	0	0	0	0.01473	0
Halanaerobium hydrogeniformans	656519	0	0.01583	0	0	0	0	0	0	0	0	0.0006127	0	0	0	0	0	0.005518	0	0	0	0.000654	0.000279	0	0.0008456	0	0	0	0.008595	0	0
Pluralibacter gergoviae	61647	0	0	0	0	0	0	0	0.005699	0	0	0	0	0.01946	0.001777	0.001976	0	0	0	0	0	0	0.0003671	0	0.002687	0	0	0.00001341	0	0	0
Thermoclostridium stercorarium	1510	0	0	0.002956	0	0	0	0	0	0.01129	0	0	0	0	0	0.0144	0	0	0	0	0	0	0	0	0	0.00323	0	0	0	0	0
Nonlabens dokdonensis	328515	0	0	0.004335	0	0	0	0	0	0	0.008616	0	0	0	0.01093	0	0	0	0	0	0	0.004649	0.002707	0.0006126	0	0	0	0	0	0	0
Lactobacillus kefiranofaciens	267818	0	0	0	0.002302	0	0	0	0	0	0	0.004099	0	0.006897	0	0	0	0	0	0	0	0	0	0	0	0.0003356	0	0	0.01806	0	0
Aerococcus christensenii	87541	0.009904	0	0	0	0	0	0	0	0.00229	0	0	0.01675	0	0	0	0	0	0	0	0	0.001163	0.001039	0	0	0.0005089	0	0	0	0	0
Wenzhouxiangella marina	1579979	0	0	0	0	0	0	0.01008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01045	0.0007417	0	0	0	0.01034	0	0	0	0
Sulfuritalea hydrogenivorans	748811	0	0	0	0.004812	0.004344	0	0.003955	0.005878	0	0.005206	0	0	0	0	0.001641	0	0	0	0	0	0	0.001738	0	0.001371	0.002464	0	0	0	0	0
Roseobacter denitrificans	2434	0.02207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0.00607	0	0	0	0	0	0
Mycoplasma putrefaciens	2123	0	0	0	0	0	0	0.003677	0.0003607	0.00121	0	0	0	0.0009203	0	0	0	0.02363	0	0	0	0.0002165	0.0009147	0.00006398	0	0.0002201	0	0	0	0	0
Xenorhabdus doucetiae	351671	0	0	0	0	0	0	0.001987	0	0	0	0	0	0.001559	0.003435	0	0	0	0	0	0	0	0	0	0.0009426	0.02295	0	0	0	0	0
Kiritimatiella glycovorans	1307763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03007	0	0	0	0	0.0007259	0	0	0	0	0
Caulobacter segnis	88688	0	0	0	0	0.004678	0	0	0	0	0	0.01948	0	0	0	0	0	0	0	0	0	0.003895	0.001064	0.001675	0	0	0	0	0	0	0
Weissella koreensis	165096	0	0.03072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium maris	575200	0	0	0	0	0	0	0	0	0.009784	0	0.001337	0	0	0.000111	0	0	0	0	0	0	0	0.002845	0	0.004007	0	0.01259	0	0	0	0
Bartonella alsatica	52764	0	0.004197	0	0	0	0	0	0	0	0.005564	0	0	0.001639	0	0	0.01681	0	0	0	0	0.000694	0	0.001731	0	0	0	0	0	0	0
Pseudorhodoplanes sinuspersici	1235591	0	0.003143	0	0	0	0	0	0	0	0	0	0	0	0	0.01658	0	0	0	0	0	0.001727	0.006849	0	0.002026	0	0	0	0	0	0
Paracoccus sanguinis	1545044	0	0	0	0	0	0	0.02152	0	0.002416	0	0	0	0	0.0008525	0	0	0	0.00002241	0	0	0.001463	0.002246	0.0004823	0	0.001267	0	0	0	0	0
Agromyces aureus	453304	0	0	0	0	0	0.006117	0	0	0	0	0.007925	0	0.008616	0	0	0	0	0	0	0	0.00164	0	0	0	0.005953	0	0	0	0	0
Corynebacterium xerosis	1725	0	0	0.006163	0	0	0	0	0	0	0	0.001951	0.01602	0.002334	0	0	0	0	0	0	0	0.0003717	0.0008059	0.001334	0	0.001218	0	0	0	0	0
Beijerinckia indica	533	0	0.009628	0	0	0	0	0	0	0.01497	0	0	0	0	0	0.001958	0	0	0	0	0	0.003641	0	0	0	0	0	0	0	0	0
Pragia fontium	82985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001459	0	0	0	0	0	0	0.001018	0.002816	0	0.002106	0	0.02279	0	0	0	0
Endomicrobium proavitum	1408281	0	0	0.002124	0	0	0	0	0	0	0.01505	0.0007936	0.000868	0	0	0	0	0	0	0	0	0.0002007	0.001412	0	0	0	0	0	0	0	0.009684
Calditerrivibrio nitroreducens	477976	0	0	0	0	0	0	0.0007148	0	0.0005848	0.0003881	0	0	0.0009686	0	0.0005353	0	0	0	0	0.0262	0	0.0006577	0.00007523	0	0	0	0	0	0	0
Corynebacterium kroppenstedtii	161879	0.001407	0	0	0.005562	0	0.006136	0	0	0	0	0	0	0	0.001793	0	0	0	0.01229	0	0	0	0.0001388	0	0	0.002744	0	0	0	0	0
Caldithrix abyssi	187145	0	0	0	0	0	0	0	0	0.004068	0	0.01221	0.003988	0	0.003736	0	0	0	0	0	0	0	0	0	0.00403	0.002017	0	0	0	0	0
Comamonas kerstersii	225992	0.004451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0.0004962	0.001593	0.003133	0	0	0	0	0.006167	0
Glaciecola nitratireducens	300231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003723	0	0	0.006172	0.004811	0	0.007828	0.007407	0	0
Faecalibacterium prausnitzii	853	0	0	0	0	0	0	0	0.008293	0	0	0	0.002775	0	0	0	0	0	0	0	0	0.009486	0.00275	0.001392	0	0.001485	0	0.003655	0	0	0
Corynebacterium marinum	349751	0	0	0.003105	0	0	0	0	0.004195	0	0	0	0	0	0.00134	0	0	0	0	0	0.01499	0.001834	0.001754	0.0002922	0.0002227	0	0.002049	0	0	0	0
Nitrosococcus watsonii	473531	0	0	0	0	0	0.0003932	0	0	0.002988	0	0	0	0	0	0.001328	0	0	0	0	0	0	0.0006208	0	0.01225	0	0	0	0	0	0.01195
Geobacter metallireducens	28232	0	0.009293	0.01793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008136	0.0005935	0.0008778	0	0	0	0	0	0	0
Microbacterium foliorum	104336	0	0	0	0.002771	0	0.007458	0	0.001053	0	0	0	0	0	0	0.002061	0	0	0	0	0	0.01189	0	0	0.001862	0.002376	0	0	0	0	0
Photobacterium profundum	74109	0.008421	0	0	0	0	0	0.01943	0	0	0	0	0	0	0.001576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria flavescens	484	0.002323	0.008788	0	0	0	0	0	0	0	0	0.001944	0	0.002815	0	0	0	0	0	0	0	0	0.0009753	0	0.001649	0.0005653	0.01012	0	0	0	0
Pseudoalteromonas piratica	1348114	0.002476	0	0	0	0	0	0	0.0007527	0.01591	0	0	0	0.009342	0	0	0	0	0	0	0	0	0	0.0004574	0	0	0	0	0	0	0
Chryseobacterium piperi	558152	0	0	0	0.01542	0	0	0	0	0	0	0	0	0.00001446	0	0	0	0	0	0	0	0	0.01263	0.0007856	0	0	0	0	0	0	0
Mycobacterium branderi	43348	0	0	0	0	0.00598	0	0	0	0	0	0.002561	0	0.004766	0	0	0	0	0	0	0	0	0	0.01552	0	0	0	0	0	0	0
Sedimentisphaera cyanobacteriorum	1940790	0	0.01383	0	0	0	0	0	0	0	0	0.0008575	0	0	0	0	0	0	0	0	0	0.001297	0	0	0.003686	0.009125	0	0	0	0	0
Denitrovibrio acetiphilus	118000	0	0.003213	0.004964	0	0	0	0.004628	0.002519	0	0	0	0	0	0.007424	0	0	0	0	0	0	0	0.002761	0	0.001953	0.001318	0	0	0	0	0
Rhodospirillum rubrum	1085	0	0	0	0	0	0	0.01183	0	0	0.002854	0	0	0.006436	0	0	0	0	0	0	0	0	0.003668	0.003056	0.0008966	0	0	0	0	0	0
Corynebacterium ulcerans	65058	0	0	0.009051	0	0	0	0	0.01662	0	0	0	0	0	0	0	0	0	0	0	0	0.002988	0	0	0	0	0	0	0	0	0
Phenylobacterium zucineum	284016	0	0.01815	0	0.003848	0	0	0	0.003301	0.002756	0	0	0	0	0.0005151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexus aggregans	152260	0	0	0	0	0	0	0	0	0	0	0.00482	0.002805	0.002592	0.007784	0.0009034	0	0	0	0	0	0.009662	0	0	0	0	0	0	0	0	0
Brochothrix thermosphacta	2756	0	0	0	0	0.0009472	0	0	0	0	0	0	0	0.002122	0	0.001233	0	0	0	0	0	0	0.0004853	0.0002497	0.001737	0.006628	0.01514	0	0	0	0
Bartonella australis	388640	0	0	0.009082	0	0	0.001495	0	0	0	0	0	0	0.01643	0	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0
Cytophaga hutchinsonii	985	0	0	0.009835	0	0	0	0	0	0.001035	0	0.002844	0.003836	0	0	0	0	0	0	0	0	0	0.001514	0.00191	0.005215	0.002236	0	0	0	0	0
Rhodopirellula baltica	265606	0	0.002378	0	0.002021	0	0	0.008277	0	0	0	0	0.001405	0.006721	0	0	0	0	0	0	0	0	0.002858	0	0.0004115	0.00429	0	0	0	0	0
Kyrpidia tusciae	33943	0	0	0.01518	0	0	0	0	0	0	0	0	0.002984	0	0.0003355	0	0	0	0	0	0	0.001826	0	0.008023	0	0	0	0	0	0	0
Borrelia miyamotoi	47466	0	0	0.001104	0	0.004523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133	0	0.0003238	0.0005779	0	0	0	0.01121	0.01044	0
Dinoroseobacter shibae	215813	0	0.009012	0.01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002164	0	0.005595	0	0	0	0	0
Zymomonas mobilis	542	0	0	0	0	0	0	0	0.0009109	0	0	0	0.01713	0.0002744	0	0.004402	0	0	0	0	0	0	0	0	0.002037	0.003371	0	0	0	0	0
Clostridium baratii	1561	0	0	0	0	0	0	0.0004966	0	0	0.003717	0	0.003323	0	0	0.003823	0	0	0	0	0.01189	0.001189	0	0.0002126	0.001405	0.001848	0	0	0	0	0
Kangiella koreensis	261964	0	0.02114	0	0.00531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001386	0	0	0	0	0	0
Chryseobacterium glaciei	1685010	0	0	0	0	0	0.001747	0	0	0	0.0169	0	0	0.00001666	0	0	0	0	0	0	0	0	0	0.0006773	0.001462	0.007026	0	0	0	0	0
Acinetobacter defluvii	1871111	0	0	0	0.0005691	0	0	0	0	0	0	0.004663	0	0	0.01877	0	0	0	0	0	0	0.001573	0.001631	0.0006003	0	0	0	0	0	0	0
Streptomyces glaucescens	1907	0	0	0	0	0	0	0	0.01156	0	0	0	0	0	0	0	0	0.0000175	0	0	0	0	0.007142	0.002729	0	0.006234	0	0	0	0	0
Halomonas chromatireducens	507626	0	0	0	0	0	0	0	0	0.0003775	0.0001771	0	0	0	0.000609	0	0.02457	0	0	0	0	0	0	0.001247	0.0005455	0	0	0	0	0	0
Psychroflexus torquis	57029	0	0.004875	0.01627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005535	0.0007182	0	0	0	0	0	0
Gordonia phthalatica	1136941	0	0	0	0	0	0	0	0	0	0	0	0.007505	0	0	0	0	0	0	0	0	0	0.01932	0	0	0.0005011	0	0	0	0	0
Streptococcus parauberis	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02485	0	0	0	0.0009453	0.0002036	0.00128	0	0	0	0	0	0	0
Porphyromonas gingivalis	837	0	0	0	0.003098	0	0	0	0	0	0.005149	0	0	0	0	0.002625	0	0	0	0	0	0.004601	0.001357	0.001534	0	0.000671	0.008079	0	0	0	0
Desulfosporosinus meridiei	79209	0	0	0	0	0.01098	0	0	0	0	0	0	0	0	0.005315	0	0	0	0	0	0	0	0.001841	0.0009202	0.007501	0.000304	0	0	0	0	0
Barnesiella viscericola	397865	0	0	0	0	0	0	0	0.0105	0	0	0	0	0	0	0	0	0	0	0.01243	0	0.001338	0.002581	0	0	0	0	0	0	0	0
Sediminispirochaeta smaragdinae	55206	0	0.0146	0	0	0	0	0	0	0	0.008227	0	0	0	0.002406	0	0	0	0	0	0	0	0.0005356	0.000812	0	0	0	0	0	0	0
Deinococcus wulumuqiensis	980427	0	0	0	0	0	0	0.0007733	0	0	0	0.003917	0	0	0	0	0	0	0	0	0	0.001054	0	0	0	0.001077	0.01973	0	0	0	0
Xanthomonas albilineans	29447	0	0	0	0	0	0.005779	0	0	0	0	0.006757	0	0	0	0	0	0	0	0	0	0	0.005142	0.007554	0	0.00122	0	0	0	0	0
Thermovirga lienii	336261	0	0	0	0	0.006169	0	0.001284	0	0	0.002829	0	0	0	0	0	0	0	0	0	0	0.0005682	0	0	0	0.001261	0.01431	0	0	0	0
Cyclobacterium amurskyense	320787	0	0	0	0	0	0	0	0	0	0	0	0	0.009946	0	0	0	0	0	0	0	0	0	0	0.002698	0.002383	0	0.01135	0	0	0
Mycobacterium heidelbergense	53376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001481	0	0	0.003962	0.0005437	0.02185	0	0	0	0	0	0	0
Gallionella capsiferriformans	370405	0	0	0.001189	0	0	0	0	0	0	0	0	0.0007008	0	0	0	0	0	0	0	0	0	0.00568	0.01849	0.0002889	0	0	0	0	0	0
Legionella cherrii	28084	0	0	0	0	0	0	0	0	0.008905	0	0	0	0	0.007915	0	0	0	0	0	0	0.003695	0	0.004827	0.0009712	0	0	0	0	0	0
Castellaniella defragrans	75697	0	0	0	0	0	0	0.02002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005531	0	0	0.0006768	0	0	0	0	0	0
Paludibacter propionicigenes	185300	0	0	0	0	0	0	0	0	0.01151	0	0.01247	0	0	0	0.00107	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0
Acetivibrio thermocellus	1515	0	0	0	0.01084	0	0	0	0.01251	0	0	0	0	0	0	0.0004947	0	0	0	0	0	0	0	0	0.002173	0	0	0	0	0	0
Pseudoalteromonas phenolica	161398	0	0.01485	0	0	0	0	0	0	0.0006773	0	0	0	0	0	0.0006234	0	0	0	0	0	0	0	0	0.009821	0	0	0	0	0	0
Oscillibacter valericigenes	351091	0	0	0	0	0.02234	0	0	0	0	0	0	0	0.001334	0	0	0	0	0	0	0	0.001266	0.0007257	0	0.0002929	0	0	0	0	0	0
Alteromonas mediterranea	314275	0	0	0	0	0	0.008958	0	0	0	0	0	0	0	0	0	0	0.01166	0	0	0	0	0.004948	0.0002785	0	0	0	0	0	0	0
Halorhodospira halophila	1053	0	0.003332	0	0	0.001236	0	0	0.0007913	0	0	0	0.02041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis mediterranei	33910	0	0	0	0	0	0	0	0	0	0.0104	0	0.0007447	0.008275	0	0.003808	0	0	0	0	0	0	0	0	0.002536	0	0	0	0	0	0
Bartonella tribocorum	85701	0	0	0	0	0.003637	0	0	0	0	0	0	0.008038	0	0	0	0	0	0	0	0	0.01118	0.0008893	0	0.0003781	0.001496	0	0	0	0	0
Cyanobium gracile	59930	0	0	0	0.002176	0	0	0.002076	0	0	0	0.01363	0.001762	0.001009	0	0	0	0	0	0	0	0.001028	0.001268	0	0	0.00266	0	0	0	0	0
Streptococcus canis	1329	0	0	0	0	0	0	0	0	0.01353	0	0	0	0	0	0	0	0	0.01192	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella pealeana	70864	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0.0003987	0.002916	0.005075	0	0.001542	0	0	0	0	0.01153
Corynebacterium ammoniagenes	1697	0	0.001173	0	0	0.004631	0.004355	0	0.006098	0	0	0	0	0.002762	0.00126	0	0	0	0	0	0	0.0003735	0.0005574	0.000932	0	0.00114	0	0.002059	0	0	0
Xanthomonas oryzae	347	0	0.01115	0	0	0	0.002216	0	0	0	0	0	0	0	0	0.007856	0	0	0	0	0	0.001814	0	0	0	0.002224	0	0	0	0	0
Corynebacterium frankenforstense	1230998	0	0	0	0	0	0	0	0.008299	0	0	0.0143	0	0	0	0	0	0	0	0	0	0	0.0009725	0	0.0006476	0.001018	0	0	0	0	0
Adlercreutzia equolifaciens	446660	0	0	0	0	0	0.001651	0.002608	0	0	0	0	0	0	0.001256	0	0	0	0.01456	0	0	0.0007295	0	0	0	0.002116	0	0	0	0	0.002235
Bifidobacterium subtile	77635	0	0	0	0.01433	0	0	0	0.004738	0	0	0	0.005301	0	0	0	0	0	0	0	0	0	0	0.0007813	0	0	0	0	0	0	0
Anaerolinea thermophila	167964	0	0.02207	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001469	0	0	0	0	0	0	0	0	0
Denitrobacterium detoxificans	79604	0.02359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008036	0.0006756	0	0	0	0	0	0	0
Ornithobacterium rhinotracheale	28251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008392	0	0	0	0	0.002344	0.01262	0	0.0006806	0.0009627	0	0	0	0	0
Microbacterium aurum	36805	0	0	0	0	0	0	0.005095	0	0	0.001127	0	0	0.01079	0	0.00362	0	0	0	0	0	0.0003026	0.00177	0.002277	0	0	0	0	0	0	0
Weissella confusa	1583	0	0.009728	0	0	0	0	0	0	0	0.01338	0.001861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium testudinoris	136857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009513	0	0	0	0	0	0	0.0007869	0	0.00109	0.003947	0	0.005761	0	0.003868	0	0
Tenacibaculum mesophilum	104268	0	0	0	0.000933	0	0	0	0	0.001099	0	0	0	0.004198	0	0.001417	0	0	0	0	0	0	0.002924	0	0.0005616	0.0004173	0.01333	0	0	0	0
Thiocystis violascens	73141	0	0	0	0	0	0	0	0	0	0	0	0.00182	0	0	0	0	0	0	0	0.01998	0	0.00118	0	0.000959	0.0009359	0	0	0	0	0
Janthinobacterium agaricidamnosum	55508	0	0	0	0	0	0	0	0.003062	0.003668	0	0	0	0.006361	0	0	0	0	0	0	0	0	0	0	0.01165	0	0	0	0	0	0
Gramella forsetii	411153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009046	0	0	0	0	0	0	0	0	0.001244	0.001765	0.02063	0	0	0	0
Pandoraea apista	93218	0	0	0	0	0	0	0	0	0	0	0	0.003587	0	0.004097	0	0	0	0	0	0	0	0.004949	0	0	0	0.01175	0	0	0	0
Hirschia baltica	2724	0	0.006204	0	0	0	0	0	0	0	0.002233	0	0	0	0	0.001533	0	0	0	0	0	0.007351	0	0.001158	0	0.0004717	0	0	0.005422	0	0
Pediococcus damnosus	51663	0.01736	0	0	0	0	0	0	0	0	0	0.002205	0.001712	0	0	0	0	0	0	0	0	0.001372	0.001691	0	0	0	0	0	0	0	0
Listeria welshimeri	1643	0.01789	0	0	0	0.001432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001364	0.0005721	0.003064	0	0	0	0	0
Azoarcus olearius	418699	0	0	0	0	0	0	0	0.00517	0	0	0.002595	0	0	0	0	0	0	0.01179	0	0	0	0.001482	0.0002255	0	0.002927	0	0	0	0	0
Pandoraea norimbergensis	93219	0.006499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000657	0	0	0.0008833	0	0	0	0.01615	0
Nodularia spumigena	70799	0	0	0	0	0	0	0	0	0	0.001732	0	0	0	0	0	0	0	0	0	0	0.003689	0	0	0.007331	0	0	0	0	0.0114	0
Streptococcus merionis	400065	0	0	0	0	0	0	0.001392	0	0	0	0	0.0005029	0.000416	0	0.01775	0	0	0	0	0	0.001043	0	0.0006713	0	0.002237	0	0	0	0	0
Spirosoma montaniterrae	1178516	0	0	0	0	0.005026	0	0	0	0	0	0.002981	0	0	0	0.007693	0	0	0	0	0	0	0.003754	0	0.00196	0.002479	0	0	0	0	0
Pseudodesulfovibrio indicus	1716143	0	0	0	0	0	0	0	0	0	0	0.005153	0	0	0.005506	0	0	0	0	0	0	0.00341	0.004599	0.001053	0	0.004123	0	0	0	0	0
Pararhodospirillum photometricum	1084	0	0	0	0	0	0	0.00385	0.009169	0.002122	0	0	0	0.005251	0.001387	0	0	0	0	0	0	0	0	0	0.001946	0	0	0	0	0	0
Desulfosporosinus orientis	1563	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0.01421	0	0.003562	0.004647	0	0	0	0	0	0
Rathayibacter toxicus	145458	0.005011	0.00111	0	0	0	0	0	0	0	0	0	0.002229	0	0.001132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01412
Mycobacterium simiae	1784	0	0.002255	0	0	0	0	0	0.01025	0	0.004769	0.004189	0	0	0	0	0	0	0	0	0	0.001333	0	0	0	0.0006835	0	0	0	0	0
Meiothermus ruber	277	0	0	0.01562	0	0	0	0	0	0	0.001735	0	0	0	0	0	0	0	0	0	0	0	0	0.000657	0	0.005399	0	0	0	0	0
Octadecabacter arcticus	53946	0	0	0	0	0.003146	0	0	0	0	0	0.009403	0	0	0	0	0	0	0	0	0	0.009819	0	0.0009986	0	0	0	0	0	0	0
Dermatophilus congolensis	1863	0.005967	0	0	0	0.007572	0	0	0	0.0004804	0	0	0	0	0	0.002929	0	0	0	0	0	0	0.0007839	0.002294	0.001852	0.001474	0	0	0	0	0
Mycobacterium colombiense	339268	0.01628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005107	0.0003065	0	0.001604	0	0	0	0	0
Methylobacterium mesophilicum	39956	0	0	0	0.01071	0	0	0	0	0	0	0	0.004381	0	0	0.002867	0	0	0	0	0	0	0	0.00244	0.000897	0.00197	0	0	0	0	0
Acidimicrobium ferrooxidans	53635	0	0	0	0	0.0008228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02221	0	0	0	0	0.0001137	0	0	0	0	0
Woeseia oceani	1548547	0	0	0	0	0	0	0.005234	0	0.002566	0	0	0.001318	0	0	0	0	0	0	0	0	0	0.008193	0	0.0008303	0.005001	0	0	0	0	0
Nitrosomonas communis	44574	0	0	0	0	0.002793	0	0	0	0.00254	0	0	0	0	0	0.01496	0	0	0	0	0	0	0	0	0.002743	0	0	0	0	0	0
Veillonella dispar	39778	0	0	0	0	0	0.0006766	0	0	0.004959	0	0	0	0	0.001811	0.009162	0	0	0	0	0	0.003946	0	0	0.002321	0.0001375	0	0	0	0	0
Methylacidiphilum infernorum	511746	0	0	0	0.001691	0	0	0	0	0	0	0.006786	0.009483	0	0	0	0	0	0	0	0	0.0004704	0	0	0	0.004555	0	0	0	0	0
Photorhabdus asymbiotica	291112	0	0	0	0	0	0	0.006717	0	0	0	0	0	0	0.01329	0.0002302	0	0	0	0	0	0	0	0	0	0.002747	0	0	0	0	0
Neisseria gonorrhoeae	485	0.01092	0	0	0	0	0	0.000016	0.002333	0.0004693	0	0	0	0.00076	0	0	0	0	0	0	0	0	0.003199	0.0001308	0	0.001702	0	0	0	0	0.003373
Mycobacterium haemophilum	29311	0	0	0	0	0	0	0	0	0	0	0.01085	0	0.001617	0.008298	0.002102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria canis	493	0	0	0	0.004654	0	0	0	0	0	0.00518	0.001753	0	0.01088	0	0	0	0	0	0	0	0	0.00001409	0.0002832	0	0	0	0.00002053	0	0	0
Capnocytophaga gingivalis	1017	0	0	0	0	0	0	0	0	0	0.001729	0	0	0.008057	0	0	0	0	0	0	0.009753	0	0.002576	0	0.0004841	0	0	0	0	0	0
Allofrancisella guangzhouensis	594679	0.01684	0	0	0	0	0.00327	0.001407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004566	0.0003522	0.0001826	0	0	0	0	0
Phaeobacter porticola	1844006	0	0	0	0	0	0	0	0	0	0.004114	0	0	0	0.001836	0	0	0	0	0	0	0.004664	0.0003256	0	0.002107	0.004435	0	0.005015	0	0	0
Prevotella enoeca	76123	0	0	0	0	0	0	0.0149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002009	0.001624	0.003955	0	0	0	0	0	0
Streptomyces scabiei	1930	0	0	0	0	0	0.0002743	0	0.005599	0	0	0	0	0	0	0	0	0.01111	0.004235	0	0	0.0001888	0.0003185	0.0001356	0.0006259	0	0	0	0	0	0
Roseobacter litoralis	42443	0	0	0	0	0.004728	0	0	0.002139	0	0	0	0.005531	0	0.003796	0.001365	0	0	0	0	0	0.0006992	0	0	0.004153	0	0	0	0	0	0
Xenorhabdus nematophila	628	0	0	0	0	0	0.0003441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001939	0	0	0	0.002199	0	0	0	0.0179	0
Acetobacter aceti	435	0.004485	0	0	0	0	0.001626	0	0	0	0	0.01133	0.0009164	0	0	0	0	0	0	0	0	0	0	0.001302	0.002585	0	0	0	0	0	0
Capnocytophaga canimorsus	28188	0	0	0	0.01516	0	0	0	0.001228	0	0	0.001849	0.0004791	0	0	0	0	0	0	0	0	0	0.00001912	0.00002624	0.002731	0	0	0	0	0	0.0006632
Dolosigranulum pigrum	29394	0	0	0	0	0	0	0	0.001349	0	0.003424	0.001289	0	0.001592	0.001691	0.001906	0	0	0	0	0	0	0.00337	0.0006544	0	0.005764	0	0	0.001025	0	0
Photobacterium gaetbulicola	1295392	0	0	0	0	0	0	0.003134	0	0	0.006733	0	0	0	0	0.01045	0	0	0	0	0	0	0.001737	0	0	0	0	0	0	0	0
Edwardsiella hoshinae	93378	0	0	0.002051	0	0.01202	0	0	0	0.006332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001086	0	0.00154	0	0	0	0	0
