name	Simulation_left_010_007_5M_bracken	Simulation_left_020_007_5M_bracken	Simulation_left_050_007_5M_bracken	Simulation_left_100_007_5M_bracken	Simulation_left_150_007_5M_bracken	Simulation_left_200_007_5M_bracken	Simulation_left_250_007_5M_bracken	Simulation_left_300_007_5M_bracken	Simulation_left_500_007_5M_bracken	Simulation_left_010_015M_bracken	Simulation_left_020_015M_bracken	Simulation_left_050_015M_bracken	Simulation_left_100_015M_bracken	Simulation_left_150_015M_bracken	Simulation_left_200_015M_bracken	Simulation_left_250_015M_bracken	Simulation_left_300_015M_bracken	Simulation_left_500_015M_bracken	Simulation_left_010_030M_bracken	Simulation_left_020_030M_bracken	Simulation_left_050_030M_bracken	Simulation_left_100_030M_bracken	Simulation_left_150_030M_bracken	Simulation_left_200_030M_bracken	Simulation_left_250_030M_bracken	Simulation_left_300_030M_bracken	Simulation_left_500_030M_bracken	Simulation_left_010_045M_bracken	Simulation_left_020_045M_bracken	Simulation_left_050_045M_bracken	Simulation_left_100_045M_bracken	Simulation_left_150_045M_bracken	Simulation_left_200_045M_bracken	Simulation_left_250_045M_bracken	Simulation_left_300_045M_bracken	Simulation_left_500_045M_bracken	Simulation_left_010_090M_bracken	Simulation_left_020_090M_bracken	Simulation_left_050_090M_bracken	Simulation_left_100_090M_bracken	Simulation_left_150_090M_bracken	Simulation_left_200_090M_bracken	Simulation_left_250_090M_bracken	Simulation_left_300_090M_bracken	Simulation_left_500_090M_bracken	Simulation_left_010_150M_bracken	Simulation_left_020_150M_bracken	Simulation_left_050_150M_bracken	Simulation_left_100_150M_bracken	Simulation_left_150_150M_bracken	Simulation_left_200_150M_bracken	Simulation_left_250_150M_bracken	Simulation_left_300_150M_bracken	Simulation_left_500_150M_bracken
Luteibacter rhizovicinus	0	0	0	0	0.0001	0	0	0	0.0001	0	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0	0.0025	0	0.0001	0.0001	0.0001	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0.0003	0	0	0	0.0009	0
Cupriavidus campinensis	0	0	0	0	0.0001	0.0001	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0.0099	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0
Rhodococcus hoagii	0	0.0001	0.0002	0.0002	0.0001	0.0001	0.0001	0	0.0001	0	0.0008	0	0.0001	0.0001	0.0001	0	0	0.0001	0	0	0	0	0.0004	0	0.0001	0.0001	0.0003	0.0001	0.0002	0.0003	0	0	0.0001	0.0001	0.001	0.0002	0.0001	0.0001	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0004	0.0004	0.0001	0	0	0.0003	0.0001	0.0001	0.0001
Klebsiella michiganensis	0	0	0.0005	0	0.0001	0.0001	0.0001	0	0.0001	0	0	0.0001	0.0002	0.0001	0	0	0.0001	0.0009	0	0	0.0002	0	0.0001	0.0001	0.0001	0.0008	0.0006	0	0	0	0	0	0.0001	0.0022	0	0	0.0013	0	0	0	0	0.0002	0.0001	0.0001	0.0001	0	0	0	0	0	0	0	0.0004	0
Lacinutrix sp. 5H-3-7-4	0	0	0	0.0001	0	0	0.0001	0.0001	0.0001	0.0002	0	0	0	0.0001	0	0	0.0001	0.0001	0.0004	0.0003	0.0002	0.0001	0	0	0	0.0005	0.0001	0	0	0.001	0	0	0	0	0.0002	0.0002	0	0	0.0002	0	0	0.0001	0	0.0001	0.0002	0	0.0001	0.0001	0.0005	0	0	0.0001	0.0001	0
Cellulomonas gilvus	0.0005	0	0	0	0.0002	0.0002	0	0.0009	0.0001	0	0.0001	0	0	0.0001	0.0003	0	0.0002	0.0001	0	0.0001	0	0	0.0001	0.0002	0.0001	0	0	0.0004	0	0.0001	0	0	0	0.0001	0.0005	0.0001	0	0	0.0008	0	0.0001	0.0004	0	0	0.0001	0	0.0001	0	0	0.0001	0	0.0001	0	0.0001
Halomonas sp. 1513	0	0.0002	0	0	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0005	0	0	0	0.0001	0.0002	0.0001	0	0	0	0	0	0	0	0	0.0001	0.0004	0	0	0.0001	0.0001	0	0.0001	0.0001	0	0	0	0.0011	0.0008	0	0.0001	0.0001	0	0.0001	0	0	0	0	0.0001	0	0	0	0.0003
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	0	0.0001	0	0.0005	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0024	0	0.0009	0.0002	0	0.0001	0	0	0	0	0	0.0001	0.0032	0	0.0001	0	0	0.0002	0	0.0004	0	0.0001	0	0	0	0	0	0.0001	0	0	0	0	0
Aerosticca soli	0	0	0	0	0.0001	0	0	0	0.0005	0	0.0003	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0.0006	0.0004	0.0001	0	0.0001	0	0	0	0	0	0	0.0003	0.0003	0.0001	0	0	0	0.0001	0.0001	0.0001	0	0.0002	0	0	0	0.0002	0	0.0001	0	0	0
Hahella chejuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonas mediterranea	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0
Polaromonas naphthalenivorans	0	0	0	0	0.0002	0.0001	0.004	0	0	0	0	0.0001	0.0001	0	0	0	0	0.0001	0	0	0.0002	0	0	0	0	0	0	0	0.0002	0	0	0	0.0002	0.0001	0	0	0	0	0	0.0001	0	0.0001	0.0052	0	0	0	0	0	0.0001	0	0	0	0	0.0001
Hyphomonas neptunium	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0.005	0	0
Kocuria rhizophila	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0101	0	0	0	0.0007	0	0	0	0	0	0.0002	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0.0001	0.0001
Alcanivorax pacificus	0	0	0	0	0	0	0	0.0081	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium simiae	0	0	0	0.0006	0	0	0.0006	0.0001	0.0001	0	0.0001	0	0.0014	0.0001	0	0	0	0.0001	0	0	0.0004	0.0001	0	0	0	0.0001	0	0.0001	0.0007	0	0	0	0.0001	0	0	0	0.0001	0	0	0.0001	0	0	0	0.0002	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0.0002	0.0005	0.0001
Rhodococcus coprophilus	0	0.0001	0.0001	0.0004	0.0001	0.0001	0	0	0	0	0.0011	0	0	0	0.0001	0	0	0	0	0	0	0	0.0002	0	0	0.0001	0.0002	0	0.0001	0.0001	0	0	0	0.0001	0.0001	0.0002	0	0	0	0	0	0	0.0002	0.0001	0	0.0002	0.0002	0	0	0.0018	0.0007	0	0.0001	0
Chryseobacterium glaciei	0	0	0	0	0.0001	0.0001	0.0001	0.0002	0	0.0038	0	0.0008	0	0.0001	0.0001	0.0002	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0003	0.0001	0	0.0002	0.0002	0.0002	0.0002	0	0	0	0.0002	0	0	0.0001	0.0001	0	0.0002	0	0.0002	0	0	0	0	0.0002
Hymenobacter sedentarius	0	0	0	0	0	0	0	0.0012	0.0001	0	0	0	0.0006	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0.0011	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0.0004	0.0001
Celeribacter baekdonensis	0.0001	0	0	0	0	0.0001	0.0002	0	0.0038	0.0001	0	0	0.0001	0.0001	0.0001	0.0004	0.0001	0.0001	0	0	0	0	0.0001	0.0002	0.0002	0	0	0	0	0	0	0	0.0002	0.0001	0	0.0001	0	0	0	0.0001	0	0.0001	0	0	0.0002	0	0.0003	0	0.0013	0	0	0	0.0001	0.0009
Nocardioides sp. dk3136	0.0001	0	0.0001	0	0.0001	0.0005	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0.0001	0	0	0.0001	0.0001	0	0	0.0001	0.0005	0	0.0001	0.0001	0	0.0001	0.0001	0.0043	0.0001	0	0	0	0	0	0	0.0001	0	0.0001	0	0.0001	0	0	0	0.0004	0	0.0001	0
Anaerococcus mediterraneensis	0.0013	0	0	0.0001	0	0	0.0026	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0.0001	0	0	0
Candidatus Liberibacter asiaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora coxensis	0.0001	0	0.0003	0.0001	0.0001	0.0001	0	0.0001	0.0002	0	0.0001	0.0003	0	0.0001	0	0.0002	0.0001	0.0004	0	0	0	0.0001	0.0001	0.0003	0.0001	0.0001	0.0001	0.0004	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0002	0	0.0001	0	0.0003	0.0001	0	0	0.0001	0	0.0004	0.0001	0	0.0003	0.0002	0.0004	0.0001	0.0001
Mycolicibacterium hassiacum	0	0.0001	0.0001	0.0001	0	0.0001	0.0001	0	0	0	0.0002	0	0.0003	0.0001	0.0001	0.0001	0	0.0001	0	0	0.0001	0.0003	0.0001	0	0.0001	0.0002	0.0001	0.0002	0.0029	0.0001	0	0	0.0001	0.0001	0.0001	0.0001	0.0003	0	0	0.0001	0	0.0001	0	0.0006	0.0002	0.0002	0.0002	0.0001	0	0	0.0002	0	0.0002	0.0001
Leifsonia xyli	0.0002	0	0	0.0001	0.0001	0.0001	0.0001	0.0031	0.0001	0	0	0	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0002	0.0001	0.0001	0.0001	0.0002	0.0005	0.0001	0.0003	0.0001	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0	0.0001
Acidovorax cattleyae	0	0	0	0	0.0002	0.0001	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0002	0	0.0004	0.0001	0	0	0	0	0.0001	0	0	0	0.0002	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0.0011	0	0	0	0	0.0003
Kordia sp. SMS9	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0.0002	0.0001	0	0	0	0	0	0	0.0009	0	0	0.0002	0	0	0	0	0.0041	0.0001	0	0	0	0	0	0	0	0.0017	0.0001	0	0.0001	0.0001	0.0001	0	0	0	0	0
Streptococcus infantarius	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0
Jeotgalibacillus malaysiensis	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0021	0.0001	0	0.0002	0	0.0001	0	0	0.0001	0.0001	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0.0014
Thermodesulfobacterium commune	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0
Desulfobulbus oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria gonorrhoeae	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoxanthomonas suwonensis	0	0	0	0.0001	0.0003	0.0002	0	0	0.0001	0	0.0001	0	0.0002	0.0001	0.0002	0.0002	0.0001	0.0001	0	0	0.0001	0.0001	0	0.0004	0.0002	0.0001	0.0001	0.0002	0	0	0	0.0002	0	0.0001	0.0001	0.0002	0.0002	0	0.0008	0	0.0001	0.0001	0.0001	0.0001	0.0002	0	0.0001	0	0.0001	0	0.0001	0.0005	0.0002	0.0001
Sinorhizobium sp. RAC02	0	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0	0	0.0002	0	0	0.0001	0.0001	0	0	0.0015	0	0	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0.0001	0.0002	0.0001	0	0	0	0	0.0003	0	0	0.0001	0	0.0001	0	0	0	0	0.0002	0.0001	0.0003	0	0.0001	0
Arthrobacter alpinus	0.0001	0	0	0	0.0001	0.0029	0.0001	0.0004	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0.0005	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0.0004	0.0001	0	0	0	0.0001	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0.0001
Rhizobium sp. CIAT894	0	0.0001	0	0	0	0.0001	0.0001	0.0004	0.0001	0	0	0	0.0001	0	0	0.0001	0	0	0	0.0006	0	0	0.0001	0.0002	0.0034	0	0.0001	0	0	0.0002	0	0.0002	0.0001	0	0	0	0	0	0.0001	0	0.0005	0	0	0.0004	0	0	0	0	0	0.0001	0.0002	0.0006	0.0001	0
Acidovorax sp. T1	0	0	0	0	0.0003	0.0001	0	0.0001	0	0	0	0.0001	0.0001	0.0043	0	0	0	0.0001	0	0	0.0003	0	0.0001	0.0001	0.0001	0	0	0	0.0008	0	0	0.0001	0.0017	0	0	0	0.0001	0.0001	0	0.0002	0	0.0001	0.0001	0	0.0001	0	0	0	0.0004	0	0	0	0	0.0003
Bifidobacterium dentium	0	0	0.0001	0	0	0	0.0077	0.0001	0.0004	0	0	0	0.0002	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0.0001	0	0.0001	0	0	0
Lachnoclostridium phytofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0.0062	0	0	0
Streptococcus gwangjuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0
Roseomonas mucosa	0	0	0	0	0.0001	0	0.0003	0	0.0116	0	0	0	0	0.0001	0.0002	0.0001	0	0	0	0	0	0	0	0	0.0002	0.0001	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0004	0	0	0.0001	0
Snodgrassella alvi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium hominis	0.0002	0	0	0.0001	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0	0	0	0.0001	0.0003	0.0001	0.0001	0	0.0001	0	0.0001	0.0002	0.0002	0.0008	0.0001	0.0001	0.0003	0.0001	0.0003	0.0005	0.0001	0.0003	0.0001	0.0001	0.0005	0.0001	0	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0	0.0001	0.0001	0.0001	0.0001	0.0001	0.0002	0.0001	0.0002
Streptomyces anulatus	0	0.0001	0.0001	0.0001	0	0.0001	0	0.0001	0.0005	0	0	0	0	0.0005	0	0.0001	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0003	0.0001	0	0.0001	0.0001	0.0001	0.0003	0	0	0.0002	0.0001	0	0	0	0	0.0001	0
Cardiobacterium hominis	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rheinheimera sp. LHK132	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0001	0.0038	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miniimonas sp. S16	0.0013	0	0	0.0001	0.0002	0.0001	0	0.0001	0.0001	0	0.0001	0	0	0	0.0002	0	0.0001	0.0001	0	0.0002	0	0	0.0001	0.0001	0.0001	0.0001	0	0.0007	0.0001	0.0001	0	0	0	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0001	0.0001	0	0.0058	0.0001	0	0.0001	0.0001	0	0.0001	0	0	0.0001	0.0001
Corynebacterium diphtheriae	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0.0027	0	0.0052	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0.0001	0	0	0	0.0001	0.0001	0	0	0	0
Thauera hydrothermalis	0	0	0	0.0002	0	0	0.0001	0	0	0.0001	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001
Mesorhizobium australicum	0	0.0001	0	0.0006	0	0.0004	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0002	0	0.0001	0	0.0001	0.0003	0	0.0002	0	0	0.0001	0	0	0.0001	0.0001	0	0	0	0	0.0002	0	0.0011	0.0042	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0
Limnobaculum parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016
Ectothiorhodospira sp. BSL-9	0	0	0	0	0.0029	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0
Thermus sp. CCB_US3_UF1	0	0	0	0	0.0007	0.0005	0	0	0	0	0	0	0	0	0.0001	0	0.0004	0	0	0	0.0016	0	0	0.0001	0	0	0	0	0	0	0.0032	0	0	0.0001	0	0.0002	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0003	0	0	0	0.0009
Azorhizobium caulinodans	0	0	0	0	0.0001	0.0001	0.0001	0	0	0	0	0	0.0047	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0.0001	0.0005	0	0	0	0	0	0	0.0001	0.0004	0	0	0	0	0.0001	0	0	0	0.0001	0.0001	0	0	0	0	0.0001	0.0001	0.0002	0.0012	0	0.0008
Listeria welshimeri	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gryllotalpicola protaetiae	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0006	0.0001	0	0	0	0.0001	0.0002	0	0.0001	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0001
Bacillus glycinifermentans	0	0.001	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0011
Bordetella holmesii	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0
Caulobacter mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0
Arthrobacter sp. UKPF54-2	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0017	0	0	0	0	0	0.0001	0	0	0	0	0.0086	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0002	0	0	0
Carnobacterium divergens	0	0	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia glumae	0.0001	0	0	0	0.0001	0.0001	0.0001	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0.0002	0	0	0	0.0002	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.0001	0.0086	0.0001	0	0	0.0001
Bacillus cytotoxicus	0	0	0.0001	0.0001	0	0	0.0001	0	0	0	0	0	0	0	0.0001	0	0	0	0	0.0004	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0.0001	0	0
Prochlorococcus sp. MIT 0604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hirschia baltica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0.0003	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004
Nocardioides sp. zg-579	0.0001	0	0.0004	0.0001	0.0001	0.0011	0	0.0001	0.0001	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0.0002	0	0	0.0003	0.0001	0.0001	0	0.0003	0.0011	0.0001	0.0002	0.0002	0	0.0004	0.0001	0	0.0003	0.0001	0	0	0	0	0.0001	0.0001	0	0.0003	0	0.0002	0.0001	0	0	0.0005	0	0.0001	0.0001
Paraoerskovia marina	0.0003	0	0	0	0.0001	0	0	0.0001	0	0	0	0	0	0	0.0001	0	0	0.0001	0	0.0001	0	0	0	0.0001	0.0001	0	0	0.0002	0	0	0	0.0088	0	0	0.0001	0.0001	0	0	0.0001	0	0.0002	0.0001	0	0	0	0	0.0001	0	0	0	0	0	0	0
Enterobacter sp. E76	0	0	0	0	0.0001	0.0001	0	0	0.0001	0	0	0.0001	0.0002	0	0	0	0.0001	0	0	0	0.0002	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0.0001	0	0	0.0036	0	0	0	0	0	0	0	0.0001	0
Yersinia hibernica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128	0	0	0	0	0	0	0	0	0	0	0
Chromohalobacter salexigens	0	0	0	0	0	0	0	0.0001	0	0	0.0001	0.0002	0	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0.0001	0.0007	0.0001	0	0.0001	0.0001	0	0.0001	0.0002	0.0001	0.0001	0	0	0	0	0	0	0	0.0019	0	0	0.0001	0.0004
Mycobacterium lacus	0	0	0	0.0001	0	0	0.0003	0.0001	0	0	0	0	0.004	0.0003	0	0	0	0.0001	0	0	0.0002	0.0001	0	0	0.0001	0.0001	0	0	0.0005	0	0	0	0.0001	0	0	0	0.0001	0	0	0.0002	0	0	0	0.0001	0.0001	0	0.0001	0.0002	0	0	0.0001	0	0.0005	0.0001
Agarivorans gilvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfobacterium geofontis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011
Acinetobacter chinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. oral taxon 171	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0.0002	0	0	0	0	0	0	0.0002	0	0.0021	0	0
Escherichia marmotae	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.006	0.0001	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.0001	0	0.0034	0	0	0	0	0	0	0	0	0	0
Exiguobacterium sp. ZWU0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia caffeinilytica	0	0.0001	0	0	0	0.0001	0	0.0001	0.0001	0	0	0	0	0.0007	0	0	0.0001	0.0001	0	0	0	0	0	0	0	0	0.0001	0.001	0	0.0015	0	0.0005	0.0003	0	0	0	0	0	0	0	0.0001	0.0001	0.0001	0	0.0002	0	0	0	0.0001	0.0001	0.0005	0	0	0.0001
