name	Simulation_left_010_007_5M_k	Simulation_left_020_007_5M_k	Simulation_left_050_007_5M_k	Simulation_left_100_007_5M_k	Simulation_left_150_007_5M_k	Simulation_left_200_007_5M_k	Simulation_left_250_007_5M_k	Simulation_left_300_007_5M_k	Simulation_left_500_007_5M_k	Simulation_left_010_015M_k	Simulation_left_020_015M_k	Simulation_left_050_015M_k	Simulation_left_100_015M_k	Simulation_left_150_015M_k	Simulation_left_200_015M_k	Simulation_left_250_015M_k	Simulation_left_300_015M_k	Simulation_left_500_015M_k	Simulation_left_010_030M_k	Simulation_left_020_030M_k	Simulation_left_050_030M_k	Simulation_left_100_030M_k	Simulation_left_150_030M_k	Simulation_left_200_030M_k	Simulation_left_250_030M_k	Simulation_left_300_030M_k	Simulation_left_500_030M_k	Simulation_left_010_045M_k	Simulation_left_020_045M_k	Simulation_left_050_045M_k	Simulation_left_100_045M_k	Simulation_left_150_045M_k	Simulation_left_200_045M_k	Simulation_left_250_045M_k	Simulation_left_300_045M_k	Simulation_left_500_045M_k	Simulation_left_010_090M_k	Simulation_left_020_090M_k	Simulation_left_050_090M_k	Simulation_left_100_090M_k	Simulation_left_150_090M_k	Simulation_left_200_090M_k	Simulation_left_250_090M_k	Simulation_left_300_090M_k	Simulation_left_500_090M_k	Simulation_left_010_150M_k	Simulation_left_020_150M_k	Simulation_left_050_150M_k	Simulation_left_100_150M_k	Simulation_left_150_150M_k	Simulation_left_200_150M_k	Simulation_left_250_150M_k	Simulation_left_300_150M_k	Simulation_left_500_150M_k
Muribaculum intestinale	0	0	0.0006456	0	0	0	0	0	0	0	0	0	0	0.0001217	0	0	0	0	0	0	0	0	0	0	0.0002011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002747	0	0	0	0	0	0	0	0	0	0
Flavobacterium psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001392	0	0	0	0	0	0	0.0009918
Acinetobacter lactucae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002525	0	0	0	0	0	0	0	0.0009881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. HH102	0	0	0	0	0	0	0	0	0	0	0.0009891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera humireducens	0	0	0	0	0	0	0	0	0	0.0001186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004501	0	0	0	0.0005376	0	0	0	0	0	0	0	0	0	0	0	0.0001307
Ralstonia pickettii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001237	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. QHH-9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001163	0	0	0	0.0001332	0	0	0	0	0	0	0.0001037	0	0	0	0	0	0	0	0	0.0005519	0.0001137	0	0.000105	0	0	0	0	0	0.0001105	0	0	0	0	0	0	0
Pseudomonas sp. DR208	0	0	0	0	0	0	0	0	0.0001176	0	0	0	0	0	0	0	0	0	0	0	0	0.0001663	0	0	0	0	0.0001514	0	0	0	0.0001479	0	0	0	0	0	0	0	0	0.0006506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. CAP-1	0	0	0	0	0	0.0006077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001487	0	0	0	0	0	0	0	0	0	0.0004764	0	0	0	0	0	0	0	0	0
Ruegeria sp. THAF33	0	0	0	0	0	0	0	0	0.001102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001273	0	0	0	0	0	0	0	0	0
Nocardiopsis gilva	0	0	0	0	0	0	0	0.000106	0	0	0	0	0	0	0	0.0005863	0	0	0	0	0	0	0	0	0	0	0	0.0002438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001043	0	0	0	0	0	0	0.0001883
Anaplasma marginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003408	0	0	0	0	0	0.000887	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009852	0	0	0	0	0	0	0	0	0	0	0	0.0002423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea vaviloviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002638	0	0	0	0	0	0	0	0.0006103	0.0003531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia monacensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001226	0	0	0	0	0	0	0	0	0
Thiohalobacter sp. COW1	0	0	0	0.001226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora albolonga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001224
Burkholderia sp. MSMB0856	0.001221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbulbifer celer	0	0	0	0	0	0	0	0	0	0.0007687	0	0.000223	0	0	0	0	0	0	0	0	0	0.0002285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	0	0	0	0.0003551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004915	0	0	0	0	0	0	0	0	0	0	0	0.0002085	0	0	0	0	0	0	0.0001648	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001219	0	0	0	0	0	0	0	0	0	0	0
Devosia sp. A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001214	0
Mycolicibacterium confluentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001102	0	0	0	0	0	0	0.001002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001006	0	0	0	0	0	0	0	0	0	0
Massilia sp. CCM 8941	0	0	0	0	0	0	0.0004504	0	0.0001023	0	0.0004025	0	0.000149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides houyundeii	0	0	0	0	0	0.0001735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006386	0.0002908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001093	0	0	0
Polaribacter sp. MED152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001663	0	0	0	0.0003806	0	0	0	0	0	0	0.0001063	0	0	0	0	0	0	0	0.0003696	0	0	0	0	0	0	0	0	0	0.0001873	0	0	0	0	0	0	0	0	0	0
Leptolyngbya sp. O-77	0	0	0	0	0	0	0	0	0	0.0001526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas sp. BC-M4-5	0	0	0	0	0	0	0	0	0.0001561	0	0	0.0002097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005719	0.0002709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella japonica	0	0	0	0	0	0	0	0	0	0	0.0001199	0	0	0	0	0.0003241	0	0	0	0	0	0	0	0.0001617	0.0001046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003796	0	0	0	0	0.0001156
Kangiella geojedonensis	0	0	0	0	0	0	0	0	0	0	0	0.001205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis rosea	0	0	0	0	0	0	0	0	0.0006147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005903	0	0	0	0	0	0	0	0	0	0
Deinococcus ficus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162	0	0	0	0	0	0	0	0	0	0	0	0.0009011	0	0	0	0	0	0.0001417	0	0	0
Sphaerotilus natans	0	0	0	0	0	0	0	0	0	0	0	0.0001836	0.0004417	0	0	0	0	0	0	0	0.0004231	0	0	0	0	0	0	0	0	0	0	0	0	0.0001563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MR_MD2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaribacter reichenbachii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005568	0	0	0	0	0	0	0.0001127	0	0	0	0	0	0	0	0	0	0.0003822	0	0	0	0	0	0	0	0	0.0001513	0	0	0	0	0	0	0	0	0
Cardinium endosymbiont of Sogatella furcifera	0	0	0	0	0	0	0	0	0	0	0	0.001063	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella sp. WE21	0	0	0	0	0	0.0001179	0	0	0	0	0	0	0	0	0	0	0	0.0007173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taylorella equigenitalis	0	0	0	0	0	0	0.001202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus geothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. JS614	0	0	0.0001613	0	0	0.0002752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001114	0	0	0	0.0001239	0.0002493	0	0	0	0	0.0001382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001386	0	0	0
Pseudomonas rhodesiae	0	0	0	0	0	0	0	0	0.0001055	0	0	0	0	0	0	0	0	0	0	0	0	0.0001568	0	0	0	0	0.000129	0.0001088	0	0	0.0001301	0	0	0	0	0	0	0	0	0.0005654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001013	0.0001727	0	0	0	0.0001259	0	0	0	0	0	0.0001543	0	0	0	0	0	0.0001717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001354	0	0	0	0.0001104	0	0	0.0002231	0	0
Pandoraea faecigallinarum	0	0	0	0	0	0	0.0001315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001539	0.0005843	0	0	0	0	0	0	0	0	0.0003233	0	0	0	0
Syntrophotalea acetylenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001193	0
Kovacikia sp. CCNU0001	0	0	0	0	0	0	0	0	0	0.001193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodopseudomonas palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005944	0	0	0	0	0	0	0	0	0	0	0	0	0.0001364	0	0	0	0	0	0	0	0.0001365	0	0	0	0	0	0.0003245	0	0	0	0
Pasteurella multocida	0	0	0	0	0	0	0	0.00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium gilvum	0	0	0	0	0	0	0	0	0.0006634	0	0	0	0	0	0	0.0001045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001446	0	0	0	0	0	0	0	0.0002749	0	0	0	0	0	0	0
Maribacter cobaltidurans	0	0	0.001186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia sp. YI23	0	0.0001587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002076	0	0	0.000204	0	0	0	0	0	0	0	0	0	0.0001782	0	0	0.0002081	0	0	0.000228	0	0	0
Streptomyces scabiei	0	0	0	0	0	0	0	0.001075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edwardsiella ictaluri	0	0	0	0	0	0	0	0	0.001179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia edwinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001331	0.000631	0	0	0	0.0002848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001295	0	0	0
Candidatus Paracaedibacter acanthamoebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006365	0	0
Francisella adeliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006704	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas translucida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces harbinensis	0	0.0001789	0	0.0001819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001803	0.0001102	0	0	0	0.0001429	0	0	0	0	0	0.0001218	0	0	0.0001144	0	0	0	0	0.0001437	0	0	0	0	0	0	0
Microbulbifer elongatus	0	0	0	0	0	0	0	0	0	0.0006879	0	0.0002495	0	0	0	0	0	0	0	0	0	0.0002346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Finegoldia magna	0.0002372	0	0	0.0001283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001412	0	0	0.0006615	0	0	0	0
Caldicellulosiruptor saccharolyticus	0	0	0	0.001166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas indicatrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005341	0	0	0.0005153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001159	0	0	0	0	0
Candidatus Midichloria mitochondrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001165	0	0	0	0	0	0	0	0	0	0	0
Mesoplasma florum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003434
Sorangium cellulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008772	0	0	0	0	0	0	0	0	0	0.0001793	0
Shigella flexneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006482	0.0002142
Pseudomonas luteola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001045	0	0	0	0	0	0	0	0	0	0	0	0	0.001055
Gordonia bronchialis	0	0	0.0003995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001661	0	0	0	0	0	0.0004839	0.0001099	0	0	0	0	0	0	0
Nitrobacter hamburgensis	0	0	0	0	0	0	0	0	0.0006482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001578	0	0	0.0003533
Bartonella tribocorum	0	0	0	0	0	0	0.0004233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002199	0	0	0	0	0	0	0	0	0.0003257	0.0001895	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium chenweiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009177	0	0	0	0	0	0	0	0	0
Bosea sp. ANAM02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001654	0	0	0	0	0	0	0	0	0.000129	0	0	0	0	0	0	0	0	0	0.000862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas pondensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009675	0	0	0	0	0	0	0	0	0	0	0.0001861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnobaculum parvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008936
Actinomyces radicidentis	0.0002015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009449	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. SM18	0	0.0001023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001001	0	0.0001056	0	0	0	0.000101	0	0	0	0	0	0	0.0001302	0	0	0	0	0	0	0	0	0.0002401	0.0001295	0	0	0	0	0	0	0	0.0001348	0.000102	0	0	0	0	0	0
Devosia beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002525	0	0	0	0	0	0	0	0	0	0	0	0	0.0004909	0	0	0.0001703	0.0001232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001078
Pseudomonas sp. MM211	0	0	0	0	0	0	0	0.0001311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005815	0.0001526	0	0	0	0
Brevundimonas naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004231	0	0	0	0	0	0	0	0	0	0	0.0004034	0	0	0	0	0	0	0.0003149	0	0	0	0	0	0	0	0	0
Mycoplasma arthritidis	0	0	0	0	0	0.0006816	0	0	0	0	0	0	0	0	0	0.0004597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119	0	0	0	0	0	0.0002975	0	0	0	0	0	0.0001361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002385	0	0.0002483	0	0.0001015
Microterricola viridarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114	0
Simplicispira suum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001024	0.0001435	0	0	0	0.0001208	0.000773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter sedlakii	0	0	0	0	0	0	0	0	0.001139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus sp. RSCCF101	0	0	0	0	0	0	0.001139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia sp. THE68	0	0.0001716	0	0	0	0	0	0	0.0001084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002043	0	0	0.0002097	0	0	0	0	0	0	0	0	0	0	0	0	0.0002246	0	0	0.00022	0	0	0
Rhodobacter sp. N10	0	0	0	0	0	0	0	0	0	0.0001571	0.0001042	0	0	0	0	0	0	0	0.000352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001541	0	0	0	0	0	0	0.0001402	0.0001207	0	0	0.0001089	0
Mycolicibacterium phocaicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001496	0	0	0	0	0.0002041	0	0.0006283	0	0	0	0	0	0	0	0.0001549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. HF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001403	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001961	0	0.0003563	0	0	0	0.0004431	0	0	0	0	0	0	0	0	0	0	0	0
Marinomonas profundi	0	0	0	0	0	0.0002847	0	0	0	0	0	0	0	0	0	0	0	0.0001873	0	0	0	0.000163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000277	0	0	0	0	0	0	0.0002238	0	0	0	0	0
Paenalcaligenes hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium normanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanidesulfovibrio marinus	0	0	0	0	0	0	0	0.001007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoptericola variabilis	0.0003075	0	0	0	0.0001656	0	0	0	0	0	0	0	0	0	0	0	0	0.0002789	0	0	0	0	0	0	0	0	0	0.0001429	0	0	0	0	0	0	0.0001366	0	0	0	0	0	0.0001012	0	0	0	0	0	0	0	0	0	0	0	0	0
Petrotoga mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006149	0	0	0	0	0	0	0	0	0	0	0.0002168	0	0	0	0	0	0	0	0	0.0003004
Polaromonas sp. JS666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001132	0
[Arcobacter] porcinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
