Species	Simul_RM_1KGenome_010_15M	Simul_RM_1KGenome_010_30M	Simul_RM_1KGenome_010_45M	Simul_RM_1KGenome_020_15M	Simul_RM_1KGenome_020_30M	Simul_RM_1KGenome_020_45M	Simul_RM_1KGenome_050_15M	Simul_RM_1KGenome_050_30M	Simul_RM_1KGenome_050_45M	Simul_RM_1KGenome_100_15M	Simul_RM_1KGenome_100_30M	Simul_RM_1KGenome_100_45M	Simul_RM_1KGenome_150_15M	Simul_RM_1KGenome_150_30M	Simul_RM_1KGenome_150_45M	Simul_RM_1KGenome_200_15M	Simul_RM_1KGenome_200_30M	Simul_RM_1KGenome_200_45M	Simul_RM_1KGenome_250_15M	Simul_RM_1KGenome_250_30M	Simul_RM_1KGenome_250_45M	Simul_RM_1KGenome_300_15M	Simul_RM_1KGenome_300_30M	Simul_RM_1KGenome_300_45M	Simul_RM_1KGenome_500_15M	Simul_RM_1KGenome_500_30M	Simul_RM_1KGenome_500_45M	Simul_RM_5KGenome_010_15M	Simul_RM_5KGenome_010_30M	Simul_RM_5KGenome_010_45M	Simul_RM_5KGenome_020_15M	Simul_RM_5KGenome_020_30M	Simul_RM_5KGenome_020_45M	Simul_RM_5KGenome_050_15M	Simul_RM_5KGenome_050_30M	Simul_RM_5KGenome_050_45M	Simul_RM_5KGenome_100_15M	Simul_RM_5KGenome_100_30M	Simul_RM_5KGenome_100_45M	Simul_RM_5KGenome_150_15M	Simul_RM_5KGenome_150_30M	Simul_RM_5KGenome_150_45M	Simul_RM_5KGenome_200_15M	Simul_RM_5KGenome_200_30M	Simul_RM_5KGenome_200_45M	Simul_RM_5KGenome_250_15M	Simul_RM_5KGenome_250_30M	Simul_RM_5KGenome_250_45M	Simul_RM_5KGenome_300_15M	Simul_RM_5KGenome_300_30M	Simul_RM_5KGenome_300_45M	Simul_RM_5KGenome_500_15M	Simul_RM_5KGenome_500_30M	Simul_RM_5KGenome_500_45M	Simul_RM_10KGenome_010_15M	Simul_RM_10KGenome_010_30M	Simul_RM_10KGenome_010_45M	Simul_RM_10KGenome_020_15M	Simul_RM_10KGenome_020_30M	Simul_RM_10KGenome_020_45M	Simul_RM_10KGenome_050_15M	Simul_RM_10KGenome_050_30M	Simul_RM_10KGenome_050_45M	Simul_RM_10KGenome_100_15M	Simul_RM_10KGenome_100_30M	Simul_RM_10KGenome_100_45M	Simul_RM_10KGenome_150_15M	Simul_RM_10KGenome_150_30M	Simul_RM_10KGenome_150_45M	Simul_RM_10KGenome_200_15M	Simul_RM_10KGenome_200_30M	Simul_RM_10KGenome_200_45M	Simul_RM_10KGenome_250_15M	Simul_RM_10KGenome_250_30M	Simul_RM_10KGenome_250_45M	Simul_RM_10KGenome_300_15M	Simul_RM_10KGenome_300_30M	Simul_RM_10KGenome_300_45M	Simul_RM_10KGenome_500_15M	Simul_RM_10KGenome_500_30M	Simul_RM_10KGenome_500_45M
Acinetobacter_pittii	0	0	0	0	0	0	0	0	0.052028386	0.050561499	0	0	0	0	0	0	0.010498586	0.004758167	0	0.003191087	0.009135882	0	0	0.002481972	0.00679725	0.001516325	0.000321061	0	0	0	0	0	4.94329E-05	0	4.1994E-05	0	0	0	0	0	0.001562667	0	0	0.002252421	0.060235122	0.009050975	0.002428759	0.009668968	0	0	0	0.003307719	0.011692547	0.000558839	0	5.03E-05	0	0	0	2.57E-05	0	5.98E-05	0	0	0.000189911	0	0	0	4.24E-05	0.001795469	0	0	0	0.002130541	6.11E-05	0	4.27E-05	0	0	0	0.004106416
Acinetobacter_pseudolwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003310737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333066	0	0	0
Acinetobacter_soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213905
Acinetobacter_sp002165255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000861894	0	0	0	0
Acinetobacter_sp012371325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000471908	0	0	0	0	0	0	0
Acinetobacter_tjernbergiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920271	0	0	0	0
Acinetobacter_towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000867323	0	0.009786937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005355133	0	0	0	0	0	0	0	0	0	0
Acinetobacter_variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0.003197354	0	0	0	0	0	0	0	0	0	0	0	0.005493813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002548326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583487	0	0	0	0	0	0	0	0	0
Acinetobacter_vivianii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001233495	0	0.005919267	0	0
Moraxella_catarrhalis	0	0	0	0	0	0	0	0	0	0.013888315	0	0	0	0	0	0	0	0	0.000391277	0.008637091	0	0.000746283	0.00562016	0.001750654	0.001019755	0.000620301	0	0	0	0	0	0	0	0	0	0	0	0	0.002295724	0	0	0	0	0	0.006499818	0	0.001212906	0	0.00501026	0	0	0	0.001108546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013375048	0.001988007	0	0	0	0	0.005596304	0	0.001205166	0	0.002964078	0	0	0
Moraxella_A_cinereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001263491	0	0.001657681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003329071	0	0	0	0	0	0	0	0	0.001484726	0
Marinobacterium_sp013283365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000697693	0
Neptunomonas_phycophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003934459	0	0	0	0	0	0	0
Halospina_utahensis_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014196234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter_flavimaris	0	0	0	0	0	0	0	0	0	0	0.033479807	0	0.011245186	0.006733191	0.020429392	0	0	0	0	0	0	0	0	0	0.001967686	0.000409144	0.002148701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001031572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002485763	0	0	0	0	0
Marinobacter_salarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001176193	0	0	0	0	0	0	0.037785197	0	0	0	0	0	0	0.01087411	0	0	0	0	0	0	0	0	0	0	0	0.002236118	0	0
Marinobacter_shengliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000881636	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter_sp002726615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001532701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA9145_sp002731775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000818776
Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254349	0	0.00536518	0	0.000473954	0	0	0	0	0	0.001069901	0.001072074	0.002311947	0.0020647	0	0	0.102311463	0.054608847	0.046615235	0.009487268	0.00727523	0	0	0.030287228	0.038024709	0.015918695	0.005688134	0.012542785	0.01370152	0.015085714	0.019356058	0.027153593	0.041349596	0.013441509	0.029885862	0.026408188	0.029165249	0.034144771	0.02262718	0.029329333	0.039965098	0.349934478	0	0	0	0	0.045669659	0.015311235	0.052603411	0.050802512	0.02011707	0.056975641	0.003140588	0.021806924	0.006001074	0.017273325	0.010674911	0.016418887	0.021057207	0.042442007	0.014279864	0.025480489	0.034590958	0.012204967	0.020241747	0.02997058	0.013492643	0.02590733
Pseudomonas_A_nitrititolerans	0	0	0	0	0	0	0.004501696	0	0	0	0	0	0.002925434	0	0	0	0.030127731	0.002456274	0	0	0.002289936	0.010791249	0	0.005168173	0.001211718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001265265	0	0	0	0.000921227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004021116	0	0	0	0	0	0	0	0.001071042	0
Pseudomonas_A_stutzeri	0	0	0	0	0	0	0	0	0	0	0.002341173	0	0	0	0	0	0	0	0	0.000304653	0	0.004535473	0	0	0.000956844	0.000735405	0.000680961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000975826	0.001510042	0	0	0.002695247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003250503	0	0	0.00275856	0	0	0	0	0	0	0	0	0	0	0	0.001026361
Pseudomonas_D_sp002683975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001170333	0	0	0	0	0	0	0
Pseudomonas_E_amygdali	0	0	0	0	0	0	0	0	0	0	0	0.005959107	0	0	0	0	0	0.005834943	0	0	0	0	0	0.003014065	0.000708687	0.00049999	0.002138599	0	0	0	0	0	0	0	0	0	0.00432151	0	0	0	0	0	0	0	0	0	0.000909454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002608054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821859
Pseudomonas_E_asiatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008934748	0	0	0.002043562	0	0	0	0	0.001031898	0.000535336	0.000885169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00070287	0	0	0	0	0	0	0	0	0	0	0	0.001471889	0	0	0	0	0	0	0	0	0	0	0	0	0.017833095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_avellanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006191152	0.017158689	0	0.001884828	0	0.002237815	0.003719468	0	0	0	0.000722982	0	0	0	0	0	0	0.008211811	0	0	0	0	0	0	0.006371744	0	0	0	0.007583772	0	0	0.008898586	0	0.0003753	0	0	0.001754283	0.000291613	0	0	0	0	0	0	0	0	0	0.007477524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002951006	0.014856144
Pseudomonas_E_bubulae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017352583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000427742	0.000572751	0
Pseudomonas_E_canadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000540766
Pseudomonas_E_carnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196030718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_cerasi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008451449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460141	0	0	0	0	0.00250302	0	0	0	0	0
Pseudomonas_E_congelans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002731848	0	0	0	0	0	0	0.011069698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214677	0	0.009296701	0	0
Pseudomonas_E_daroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051763	0	0	0	0
Pseudomonas_E_fluorescens_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276746	0	0	0
Pseudomonas_E_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000907391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_gingeri_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003447821	0
Pseudomonas_E_hunanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001959512	0	0	0	0.00320924	0	0	0	0	0	0.000433343
Pseudomonas_E_juntendi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003162105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001488384	0	0	0	0	0	0	0.006531598	0	0	0	0.040024491	0	0	0	0.007141144	0	0	0	0	0	0	0	0.000722449	0	0.001715229	0	0
Pseudomonas_E_kribbensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664797	0
Pseudomonas_E_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001942189	0
Pseudomonas_E_laurylsulfatiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005897278	0.000436386
Pseudomonas_E_lundensis	0	0	0	0	0	0	0	0	0	0	0	0	0.004001057	0.031691685	0.009837884	0	0	0	0.0014389	0	0.001228806	0	0	0.002525561	0.000662182	0.000566148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004709878	0	0.001498872	0	0.001350699
Pseudomonas_E_lurida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001693689	0	0	0	0
Pseudomonas_E_marginalis_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000677652	0	0	0	0
Pseudomonas_E_moraviensis_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010988136	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_orientalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002261117
Pseudomonas_E_ovata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035857888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000491183	0	0	0	0	0	0	0.001608193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006711677	0	0	0	0
Pseudomonas_E_putida_P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015917652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193315	0
Pseudomonas_E_rhodesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422325	0	0.00231258	0	0.00288347	0	0	0.012616401	0	0	0.002719898	0	0.001353194	0.00088814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032031372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002095439
Pseudomonas_E_salomonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011981126	0	0	0	0	0	0	0.004448801	0	0
Pseudomonas_E_sp000952175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424191	0	0
Pseudomonas_E_sp002112385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp002112885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005982296	0	0	0	0	0.005321492	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp002874965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123733	0	0.003248141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001795734	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp004011755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001352984	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp012985465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005058346	0	0	0	0	0.00563492	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp900583165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000952955	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_sp900589395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001426663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_E_synxantha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002132033	0	0	0	0.007644726	0	0	0	0	0	0
Pseudomonas_E_syringae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116917437	0	0	0	0	0	0	0	0	0.012258488	0	0	0	0	0	0	0.006128406	0	0.008569195	0	0	0	0	0	0	0.004599449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003185198	0	0	0	0	0	0.00318786	0	0	0
Pseudomonas_E_taetrolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001196658	0	0	0	0	0	0	0	0
Pseudomonas_E_taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005433912	0	0	0	0	0	0	0	0	0	0	0	0.000497724	0	0	0	0	0
Pseudomonas_E_tremae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004431923	0.00254304	0	0	0	0	0	0	0	0	0	0.000833702	0
